original_tweet,gpt3_refined_tweet,gpt4_generated_from_original,gpt4_generated_from_gpt3,original_polarity,original_subjectivity,gpt3_polarity,gpt3_subjectivity,gpt4_original_polarity,gpt4_original_subjectivity,gpt4_gpt3_polarity,gpt4_gpt3_subjectivity,gpt3_bleu,gpt4_bleu_from_original,gpt4_bleu_from_gpt3,gpt3_snn_gpt2_detectability,gpt3_snn_gpt2_human_prob,gpt3_snn_gpt2_gpt_prob,gpt4_original_snn_gpt2_detectability,gpt4_original_snn_gpt2_human_prob,gpt4_original_snn_gpt2_gpt_prob,gpt4_gpt3_snn_gpt2_detectability,gpt4_gpt3_snn_gpt2_human_prob,gpt4_gpt3_snn_gpt2_gpt_prob,gpt3_snn_bert_detectability,gpt3_snn_bert_human_prob,gpt3_snn_bert_gpt_prob,gpt4_original_snn_bert_detectability,gpt4_original_snn_bert_human_prob,gpt4_original_snn_bert_gpt_prob,gpt4_gpt3_snn_bert_detectability,gpt4_gpt3_snn_bert_human_prob,gpt4_gpt3_snn_bert_gpt_prob
@bueller_tom Hasn't she blocked you yet Tom?  That happened at the whole #ArsonEmergency twitter triggering of 2019 for me.,"@bueller_tom Can't believe she hasn't blocked you on social media, Tom. Reminds me of how I was blocked during the #ArsonEmergency Twitter debacle last year...","@bueller_tom Hasn’t she blocked you by now, Tom? That’s what happened to me during the whole #ArsonEmergency Twitter uproar in 2019.","@bueller_tom It's surprising she hasn’t blocked you yet, Tom. It takes me back to when I got blocked during the #ArsonEmergency drama on Twitter last year...",0.20285,0.246,-0.028466666666666668,0.03883333333333333,-0.036599999999999994,0.2475,-0.019933333333333345,0.12994444444444445,0.025927367324198636,0.16703490261676773,0.045570540228394414,GPT-generated,0.0019804048,0.9980196,Human-generated,0.9890013,0.010998659,GPT-generated,1.0746949e-05,0.9999893,Human-generated,0.82971174,0.17028831,Human-generated,0.8577946,0.14220542,Human-generated,0.8312129,0.16878709
@ToomeyWright @abcnews And yet the tweet #ArsonEmergency seemed to trigger so many.   It's sad the #Facts seem to trigger the left so much.,"""Despite the undeniable #ArsonEmergency, it's disheartening how easily some are offended. It's saddening that the left is so quick to react to #Facts.""",@ToomeyWright @abcnews It’s interesting how the tweet #ArsonEmergency sparked such a reaction. It’s unfortunate that the #Facts seem to unsettle the left so deeply.,"In light of the undeniable #ArsonEmergency, it's frustrating to see how quickly some are triggered. It's disappointing that the left responds so swiftly to #Facts.",-0.23545000000000002,0.279,-0.2126222222222222,0.31722222222222224,-0.0386,0.2455,-0.27646666666666664,0.33199999999999996,0.05336626135787335,0.29029235634678524,0.05336626135787335,GPT-generated,0.00018700639,0.999813,GPT-generated,0.47462553,0.52537453,Human-generated,1.0,3.9046384e-08,Human-generated,0.7817883,0.2182117,Human-generated,0.78920615,0.21079381,Human-generated,0.785775,0.21422498
Remember when #ArsonEmergency was triggering certain people as #Facts always do.....simpler times.  Feels like an eternity ago! https://t.co/0WdpZ9OgUf,"""Who can forget the days when #Truth was setting certain individuals on fire and causing the #ArsonCrisis...ahh, those were the times. Seems like ages ago! https://t.co/0WdpZ9OgUf""","Who else recalls how #ArsonEmergency was setting off reactions in some folks, just like #Facts tend to do... those were simpler days. It feels like ages ago! https://t.co/0WdpZ9OgUf","Who could possibly forget the era when #Truth had some people ablaze, leading to the #ArsonCrisis...ah, what a time that was! It feels like it happened so long ago! https://t.co/0WdpZ9OgUf",0.4330785714285714,0.4027142857142857,0.35337857142857143,0.3302142857142857,0.3238,0.0845,0.254325,0.40099999999999997,0.13108369255325433,0.153457516394788,0.11075185402793981,GPT-generated,0.051078763,0.94892126,GPT-generated,0.00053061225,0.99946946,GPT-generated,0.000581162,0.99941885,Human-generated,0.7775345,0.2224655,Human-generated,0.78701603,0.21298397,Human-generated,0.7927709,0.20722905
"@ProfPCDoherty @ConversationEDU Good work Peter. How many deliberately lit fires will you allow before it is an #ArsonEmergency ? 716 fires did not start naturally. 276 people responsible (so far). 55 charged for deliberate. How many is OK?
  https://t.co/bhu0jQpEV3","@ProfPCDoherty @ConversationEDU Great work, Peter. At what point do we classify it as an #ArsonCrisis? Of the 716 fires, 276 were intentionally set and only 55 people have been prosecuted. Is this acceptable to us as a community? https://t.co/bhu0jQpEV3.","@ProfPCDoherty @ConversationEDU Great job, Peter. Just how many intentionally set fires will you tolerate before we declare it an #ArsonCrisis? 716 fires were not natural in origin. 276 individuals are implicated (to date). 55 have been charged with intentional acts. What's the acceptable limit?","@ProfPCDoherty @ConversationEDU Excellent work, Peter. When do we officially label this as an #ArsonCrisis? Out of the 716 fires, 276 were deliberately ignited and only 55 individuals faced prosecution. Is this something we can tolerate as a community? https://t.co/bhu0jQpEV3",0.5291142857142856,0.35328571428571426,0.5161,0.4835,0.4026,0.29675,0.3584,0.51,0.12748069422404107,0.11433361115787453,0.12453127610933407,GPT-generated,0.0022544146,0.9977456,GPT-generated,0.1367695,0.86323047,GPT-generated,0.016799048,0.983201,Human-generated,0.8341246,0.16587539,Human-generated,0.8172396,0.1827604,Human-generated,0.83917934,0.16082066
"@ToomeyWright @FriendsOScience The arsonists who lite Australian bush fires to prove Climate Change, are the darlings of the Left. ABC, SBS &amp; Guardian will do anything to protect their arsonist heros by deflecting any commentary away from them. @InsidersABC @latingle @murpharoo #ArsonEmergency #bushfiresNSW","""Amidst the devastating #bushfiresNSW, the silence of media on the link to climate change and arsonists is disconcerting. We need more accountability from those responsible. #ArsonEmergency @InsidersABC @latingle @murpharoo""","@ToomeyWright @FriendsOScience The individuals responsible for igniting bushfires in Australia to showcase Climate Change have been embraced by the Left. Outlets like ABC, SBS, and Guardian go to great lengths to shield these arsonists from criticism while diverting attention away from them. @InsidersABC @latingle @murpharoo #ArsonEmergency #bushfiresNSW","In the midst of the catastrophic #bushfiresNSW, it's troubling to see media's silence regarding the connection to climate change and arsonists. We require greater accountability from those involved. #ArsonEmergency @InsidersABC @latingle @murpharoo",0.3982,0.084,-0.2794,0.3716666666666666,0.5258666666666667,0.27116666666666667,-0.06845000000000001,0.305,0.10904663375483681,0.3542981071959958,0.11715775566199749,Human-generated,1.0,4.4190447e-08,GPT-generated,0.026633011,0.973367,GPT-generated,0.00037715508,0.9996228,Human-generated,0.783705,0.21629505,Human-generated,0.76794523,0.23205484,Human-generated,0.7755922,0.22440778
"""716 fires this season did not occur naturally""

Yet I was berated, bullied and doxed for daring to use the hashtag #ArsonEmergency because I spoke a truth that went against the #ClimateEmergency narrative and #ClimateChange causing the fires.
 
https://t.co/eFG23obuu9","""I received intense backlash for voicing against the false portrayal of a #ClimateCrisis and inaccurately linking the wildfires to #GlobalWarming despite compelling data. https://t.co/eFG23obuu9""","""716 fires this season were not a result of natural causes. 

I faced harassment, threats, and doxing for simply using the hashtag #ArsonEmergency to highlight a reality that contradicts the #ClimateEmergency narrative and the belief that #ClimateChange is to blame for these fires.""","I faced significant criticism for challenging the misleading depiction of a #ClimateCrisis and the incorrect connection of wildfires to #GlobalWarming, even with strong evidence at hand. https://t.co/eFG23obuu9",0.0114,0.20800000000000002,-0.03038333333333335,0.3741666666666667,-0.34254999999999997,0.24778571428571428,0.4733555555555556,0.49372222222222223,0.06593731490975537,0.21757322177399285,0.06104168622691713,Human-generated,0.9939917,0.0060083442,Human-generated,0.9999974,2.6409282e-06,GPT-generated,0.079013266,0.9209868,Human-generated,0.7975249,0.20247503,Human-generated,0.8402489,0.15975107,Human-generated,0.8007736,0.19922635
"Sack Scomo protestors would do well to head out and volunteer their time to help those affected by the fires. 
But...feelings.
#ArsonEmergency","Instead of just attacking #Scomo, those taking a stand should also consider offering aid to those impacted by the ongoing #ArsonEmergency. Let's showcase empathy and solidarity amidst this challenging situation.",Protesters against Scomo should consider spending their time volunteering to aid those impacted by the fires. But... emotions. #ArsonEmergency,"Rather than solely criticizing #Scomo, it's important for those advocating for change to also think about how they can support individuals affected by the current #ArsonEmergency. Let's demonstrate compassion and unity during this difficult time.",0.24695,0.063,0.2242,0.5115,-0.0577,0.0375,0.05048333333333334,0.4065,0.01939396682628526,0.2505808589006498,0.03402406417233585,Human-generated,1.0,2.5044928e-09,GPT-generated,0.097790115,0.90220994,Human-generated,0.9999993,7.466726e-07,Human-generated,0.79315686,0.20684317,Human-generated,0.82050633,0.17949365,Human-generated,0.78491694,0.21508309
"This year a NATURAL weather phenomenon known as the Indian Ocean Dipole has meant a hot, dry spell across the country.

Add the fuel load due to lack of hazard reduction and the 183 people facing court for starting fires. 

Natural. Gov fail. #ArsonEmergency 

NOT climate change.","""The rising temperatures across the country are partially triggered by the Indian Ocean Dipole, a naturally-occurring weather phenomenon. However, the lack of effective prevention measures and 183 individuals facing charges for starting fires make it clear that the government has ignored this #ArsonEmergency. It's crucial to acknowledge that climate change isn't the sole cause.""","This year's NATURAL weather occurrence, the Indian Ocean Dipole, has resulted in a prolonged hot and dry period throughout the country. 

Factor in the increased fuel load from insufficient hazard reduction and the 183 individuals currently facing legal action for igniting fires. 

It's natural. Government negligence. #ArsonEmergency 

NOT due to climate change.","The increasing temperatures throughout the nation are partly influenced by the Indian Ocean Dipole, a natural weather pattern. Yet, with ineffective prevention efforts and 183 people charged with igniting fires, it's evident that the government has overlooked this #ArsonEmergency. We must recognize that climate change isn't the only factor at play.",-0.02591190476190476,0.21657142857142855,0.049999999999999996,0.24411111111111114,0.45116458333333337,0.28931250000000003,0.23893333333333333,0.27949999999999997,0.0964568268552255,0.20990787300469035,0.06891669688014158,GPT-generated,0.013086337,0.9869136,GPT-generated,0.00013386423,0.9998661,GPT-generated,0.008023166,0.9919768,Human-generated,0.7648928,0.23510714,Human-generated,0.76560134,0.23439863,Human-generated,0.77364916,0.22635089
"There are, on average, 62,000 bushfires in Australia EVERY year. 

A 2015 satellite analysis of 113,000 fires from 1997-2009 indicates 40% of fires are deliberately lit, another 47% accidental. 

Combined, 87% are man-made.

Not climate change. #ArsonEmergency","Did you know that on average, Australia has 62,000 bushfires per year? Furthermore, a recent satellite report found that 87% of the 113,000 fires between '97-'09 were started by humans. #ArsonCrisis #NotJustClimateChange","Each year, Australia experiences approximately 62,000 bushfires. A 2015 analysis of 113,000 fires from 1997 to 2009 reveals that 40% are intentionally set, with another 47% occurring accidentally. In total, this means a staggering 87% of fires are human-caused. It's not about climate change. #ArsonCrisis","Did you realize that Australia experiences around 62,000 bushfires annually? Additionally, a recent satellite analysis revealed that 87% of the 113,000 fires recorded from '97 to '09 were human-caused. #ArsonCrisis #NotJustClimateChange",-0.1136,0.21749999999999997,-0.0375,0.16249999999999998,-0.27,0.36350000000000005,0.0,0.125,0.037766682662447155,0.21626010675918345,0.019507641265269753,Human-generated,0.9999999,6.947599e-08,GPT-generated,0.005232385,0.99476767,Human-generated,1.0,2.6502322e-08,Human-generated,0.81769127,0.18230873,Human-generated,0.7872563,0.21274368,Human-generated,0.7861718,0.21382822
"Finally, a bit of journalism.

#ArsonEmergency #AustralianFires #AustraliaBurns #Australiabushfire #Auspol not-#ClimateChange/#ClimateCrisis/#ClimateCriminals
https://t.co/p6o4IT0eI1",Great to see some true journalism amidst all the chaos. #ArsonEmergency #AustralianFires #AustraliaBurning #Australiabushfires #Auspol not-#ClimateChange/#ClimateDisaster/#ClimateVillains https://t.co/p6o4IT0eI1,"At last, some genuine reporting.

#ArsonEmergency #AustralianFires #AustraliaBurns #Australiabushfire #Auspol not-#ClimateChange/#ClimateCrisis/#ClimateCriminals  
https://t.co/p6o4IT0eI1",It's refreshing to witness genuine journalism during such tumultuous times. #ArsonEmergency #AustralianFires #AustraliaBurning #Australiabushfires #Auspol not-#ClimateChange/#ClimateDisaster/#ClimateVillains https://t.co/p6o4IT0eI1,0.0,0.5,0.53445,0.415,0.1,0.14166666666666666,0.15,0.3333333333333333,0.35253491287575883,0.7731212403166648,0.340960560695735,Human-generated,0.9999932,6.761115e-06,GPT-generated,0.00032913167,0.99967086,GPT-generated,0.008204043,0.99179596,Human-generated,0.8606824,0.1393175,Human-generated,0.8519885,0.1480115,Human-generated,0.8260538,0.17394622
More deliberately lit fires Now it’s #Tasmania So much for #GlobalWarming when Greens groups provide the fuel and arsonists do the rest 🔥 #skynews #smh #auspol #ArsonEmergency https://t.co/qoAqPIQIH3,"""Once again, we see a rise in intentionally set wildfires, this time in #Tasmania. While activists may stoke the flames and arsonists intensify them 🔥, we must remember that #ClimateChange cannot be stopped with such destructive actions. #skynews #smh #auspol #ArsonEmergency https://t.co/qoAqPIQIH3""",Intentional blazes are on the rise. Now it’s #Tasmania. What happened to #GlobalWarming when environmental groups supply the fuel and arsonists take it from there? 🔥 #skynews #smh #auspol #ArsonCrisis https://t.co/qoAqPIQIH3.,"We're witnessing another surge in deliberately ignited wildfires, this time affecting #Tasmania. Although activists may fuel the fire and arsonists escalate the situation 🔥, it's crucial to recognize that #ClimateChange cannot be addressed through such harmful behaviors. #skynews #smh #auspol #ArsonEmergency https://t.co/qoAqPIQIH3",-0.11095,0.2515,-0.5463,0.34800000000000003,-0.28595,0.0695,-0.36345,0.452,0.19768930311673635,0.36322743130669094,0.2116066310018769,Human-generated,0.53923094,0.46076897,GPT-generated,0.0038718802,0.9961281,GPT-generated,0.00037570568,0.99962425,Human-generated,0.77642924,0.22357076,Human-generated,0.8198681,0.1801319,Human-generated,0.7806507,0.21934935
"What a stunning piece of intellect.

This must be how Simon plans to win all his Twitter polls in 2020. Sheer genius.

If you think arson doesn't exacerbate bushfires, but Hawaiian holidays do, you might be a complete prat.
#bushfirecrisis #ArsonEmergency https://t.co/KgLI72Dbpl",Don't underestimate Simon's incredible intelligence. He's bound to dominate all Twitter polls in 2020 with his undeniable brilliance!,"What an impressive display of intellect.

This must be Simon's strategy to dominate his Twitter polls in 2020. Pure brilliance.

If you believe that arson doesn't worsen bushfires, but vacations in Hawaii do, you might just be utterly clueless.  
#bushfirecrisis #ArsonEmergency https://t.co/KgLI72Dbpl",Don't overlook Simon's remarkable intellect. He's sure to excel in all Twitter polls in 2020 with his undeniable genius!,0.58625,0.41974999999999996,0.91955,0.6095,0.38418095238095235,0.4521666666666667,0.68755,0.5167222222222222,0.03517359813918078,0.4123031876350562,0.04160543297815137,GPT-generated,2.8415113e-06,0.99999714,Human-generated,0.9999995,4.2683402e-07,GPT-generated,4.8732213e-06,0.9999951,Human-generated,0.84591013,0.15408988,Human-generated,0.77964365,0.22035633,Human-generated,0.8232156,0.17678446
"Another arsonist (alleged). How many are we up to now?
#ArsonEmergency https://t.co/pSpPRYY3Ms","""Could anyone provide the current tally of suspected arsonists? #ArsonEmergency https://t.co/pSpPRYY3Ms""",Yet another suspected arsonist. What's the count now? #ArsonEmergency https://t.co/pSpPRYY3Ms,Does anyone have the latest count of suspected arsonists? #ArsonEmergency https://t.co/pSpPRYY3Ms,0.1,0.15,-0.11315,0.28,-0.11315,0.087,0.13685,0.53,0.25048695135470295,0.32874190394550845,0.24798635777651246,Human-generated,0.9999894,1.0651873e-05,GPT-generated,0.0035402016,0.9964598,Human-generated,1.0,5.4094546e-08,Human-generated,0.8160806,0.18391944,Human-generated,0.80468434,0.19531567,Human-generated,0.8094909,0.19050905
"Adam Bandt: ""Asked PM in #qt to account for the coal Aust exports &amp; its contribution to bushfires &amp; he dodged it""

So: coal exports cause bushfires.

In fact, the cause of the fires were, in the main, arsonists, many of whom were children.

#ArsonEmergency not #ClimateEmergency","""Addressing #qt, I implored the PM to acknowledge the connection between coal exports and bushfires. Yet, rather than confronting this pressing issue, his reply dodged the concern."" #ArsonEmergency","Adam Bandt: ""In #qt, I asked the PM to explain how Australia's coal exports contribute to bushfires, but he avoided the question.""

So, coal exports lead to bushfires.

However, it’s important to note that the primary cause of these fires was arsonists, including many children.

#ArsonEmergency over #ClimateEmergency.","In my response during #qt, I urged the PM to recognize the link between coal exports and bushfires. Instead of addressing this critical matter, his reply sidestepped the issue. #ArsonEmergency",0.16666666666666666,0.20833333333333331,-0.07655,0.028,0.10351666666666667,0.3418333333333333,-0.1832,0.42400000000000004,0.012848194583379569,0.12605968092174913,0.02307730977639473,Human-generated,0.9999999,9.142258e-08,GPT-generated,0.0018550907,0.99814487,GPT-generated,0.0003067287,0.9996933,Human-generated,0.79006857,0.20993152,Human-generated,0.79460526,0.20539469,Human-generated,0.7883118,0.21168822
